,pandemic,covid,covid-19,coronavirus,cases,cdc,fauci,recession,crisis,deaths,restrictions,lockdown,vaccine,vaccines,travel,stimulus,variant,pfizer
2019-08-21,26,0,0,72,91,68,0,33,71,49,71,58,87,81,94,47,87,91
2019-08-22,46,0,0,24,85,76,0,30,81,39,91,85,86,76,88,53,66,77
2019-08-23,39,0,0,24,85,77,0,20,80,46,69,68,80,78,85,26,70,50
2019-08-24,46,0,0,28,85,46,0,20,65,55,77,34,56,44,78,27,51,34
2019-08-25,68,0,0,28,91,34,0,20,59,51,88,34,59,36,85,47,31,31
2019-08-26,13,0,0,0,84,80,0,20,92,45,83,45,90,62,93,40,65,63
2019-08-27,44,100,0,0,96,100,0,22,85,49,69,67,94,81,87,54,85,54
2019-08-28,83,0,0,47,89,85,0,21,83,55,80,100,86,84,89,100,60,63
2019-08-29,32,0,0,24,92,67,0,15,77,53,76,52,94,81,89,57,43,63
2019-08-30,70,0,0,0,88,65,0,10,79,51,67,62,87,71,85,42,51,71
2019-08-31,73,0,0,27,81,33,0,8,58,48,73,41,63,44,76,13,25,30
2019-09-01,53,0,0,0,67,25,0,47,44,57,66,30,40,22,79,19,46,10
2019-09-02,55,0,0,22,71,25,0,68,59,78,55,52,41,38,89,37,28,12
2019-09-03,54,0,0,0,67,45,33,92,73,67,100,67,69,82,88,52,57,49
2019-09-04,59,0,0,0,72,66,33,96,77,65,67,56,80,73,91,54,100,76
2019-09-05,64,0,0,0,70,55,0,69,80,68,81,69,76,79,83,57,47,74
2019-09-06,32,0,0,0,63,85,100,100,70,75,68,83,73,66,84,52,46,82
2019-09-07,37,0,0,0,66,54,0,39,48,76,69,45,49,57,77,31,46,16
2019-09-08,21,0,0,23,69,45,0,51,52,67,82,38,45,41,84,33,42,19
2019-09-09,80,0,0,20,71,81,0,60,69,60,62,46,74,61,86,72,67,65
2019-09-10,45,0,0,40,74,84,0,90,80,78,69,100,100,86,89,45,50,74
2019-09-11,36,83,0,40,87,81,0,86,83,100,79,74,88,79,86,69,72,57
2019-09-12,54,0,0,39,76,64,0,82,86,98,91,75,81,86,85,59,50,100
2019-09-13,32,83,0,20,76,61,0,57,64,79,62,99,64,60,87,34,40,50
2019-09-14,11,100,0,72,78,33,40,57,51,72,72,42,52,46,83,17,61,33
2019-09-15,37,0,0,46,89,35,39,46,61,60,52,25,47,36,87,30,50,28
2019-09-16,31,0,0,20,93,72,0,80,80,72,63,75,85,78,89,75,74,62
2019-09-17,49,0,0,19,93,73,0,84,81,63,78,71,86,64,87,60,56,51
2019-09-18,80,0,0,78,88,72,0,82,83,77,89,66,86,80,88,56,67,65
2019-09-19,100,0,0,20,79,63,0,69,100,65,73,78,88,86,88,74,43,80
2019-09-20,55,0,0,20,99,62,0,66,76,78,75,89,85,71,87,58,48,61
2019-09-21,43,0,0,24,99,36,0,40,59,73,75,58,54,49,80,11,68,19
2019-09-22,16,0,0,0,100,29,0,58,68,69,55,34,53,49,81,53,29,38
2019-09-23,26,0,0,0,97,64,0,62,89,55,69,74,89,91,100,78,59,40
2019-09-24,59,0,0,20,90,100,33,83,93,68,53,60,95,82,90,85,68,55
2019-09-25,54,0,0,39,92,67,0,68,94,64,77,81,95,87,87,77,60,43
2019-09-26,51,0,0,20,89,68,0,57,89,57,73,98,93,100,85,78,62,84
2019-09-27,47,0,0,21,78,73,0,55,80,71,76,69,91,70,88,68,52,73
2019-09-28,67,0,0,0,85,48,0,36,73,60,46,42,62,56,79,44,57,20
2019-09-29,49,0,0,24,100,41,0,28,64,61,77,54,52,55,84,54,43,33
2019-09-30,91,0,0,100,87,72,0,54,90,58,66,56,84,59,86,100,40,74
2019-10-01,56,0,0,34,100,89,0,65,79,91,96,79,99,79,97,70,55,65
2019-10-02,45,0,0,0,89,85,82,100,89,98,92,63,86,85,100,79,69,64
2019-10-03,56,0,0,67,89,85,84,92,80,92,100,97,82,56,97,75,81,70
2019-10-04,53,0,0,35,83,77,0,59,73,75,91,100,86,73,91,75,45,78
2019-10-05,67,0,0,40,91,27,100,29,59,83,83,59,48,50,89,35,35,35
2019-10-06,48,0,0,40,86,36,0,48,59,95,67,75,50,58,81,51,43,29
2019-10-07,66,0,0,33,89,81,83,77,73,99,90,98,85,94,96,64,51,88
2019-10-08,67,0,0,67,90,84,84,62,81,83,98,93,100,85,92,75,70,71
2019-10-09,47,100,0,34,85,79,0,65,77,84,88,57,94,100,93,87,71,58
2019-10-10,51,0,0,34,84,100,84,50,99,81,93,89,93,81,94,91,55,49
2019-10-11,52,0,0,34,77,57,0,56,75,77,88,70,83,81,95,47,41,75
2019-10-12,43,0,0,40,73,36,0,35,64,68,96,35,68,63,82,39,35,29
2019-10-13,78,0,0,0,76,40,0,49,66,68,70,58,55,51,89,47,30,22
2019-10-14,82,0,0,68,88,66,0,64,99,81,88,52,78,88,91,68,37,87
2019-10-15,71,0,0,33,81,77,83,54,83,97,83,77,96,81,91,85,65,96
2019-10-16,66,98,0,100,84,66,0,76,100,96,72,68,92,91,89,96,37,83
2019-10-17,62,0,0,0,82,81,0,48,98,78,87,83,97,79,93,100,59,49
2019-10-18,78,0,0,34,76,71,0,56,71,100,79,78,86,64,89,38,41,66
2019-10-19,49,0,0,0,73,40,0,37,48,76,74,42,63,44,77,35,44,35
2019-10-20,46,0,0,0,70,39,0,53,59,75,70,56,46,43,85,55,42,18
2019-10-21,74,0,0,0,82,71,0,58,92,79,96,42,86,83,99,78,78,65
2019-10-22,97,0,0,32,80,70,79,66,90,86,70,80,90,91,92,99,66,56
2019-10-23,79,0,0,0,81,88,0,57,86,83,93,86,81,66,89,70,57,81
2019-10-24,70,0,0,0,79,73,82,55,85,85,70,71,84,72,92,95,90,61
2019-10-25,42,0,0,0,72,64,0,47,80,81,67,77,74,83,85,89,46,70
2019-10-26,42,0,0,79,72,40,0,27,54,72,89,37,54,49,81,44,17,29
2019-10-27,71,0,0,0,66,32,0,35,59,90,73,34,41,60,83,56,21,25
2019-10-28,64,95,0,0,80,67,0,78,84,85,88,54,78,78,87,78,50,71
2019-10-29,100,0,0,33,91,71,0,63,79,91,93,57,88,90,90,81,65,90
2019-10-30,84,0,0,33,82,73,0,64,81,87,81,78,88,78,87,47,50,100
2019-10-31,67,0,0,0,79,78,84,63,66,83,70,44,76,71,81,94,100,71
2019-11-01,35,0,0,0,73,66,0,86,66,75,78,20,77,59,83,51,45,61
2019-11-02,34,0,0,0,67,43,0,52,54,73,67,22,48,54,77,52,63,53
2019-11-03,49,0,0,0,76,55,0,58,53,79,62,7,52,51,85,39,34,47
2019-11-04,66,0,0,20,86,91,0,100,92,73,85,17,87,85,97,87,40,65
2019-11-05,51,0,0,39,74,87,0,72,93,76,87,17,97,91,96,83,26,100
2019-11-06,79,0,0,20,84,74,87,82,87,85,84,22,100,83,94,100,52,60
2019-11-07,37,0,0,20,78,68,88,60,91,77,98,21,83,91,93,70,59,74
2019-11-08,89,0,0,80,73,68,0,68,74,74,84,25,76,73,86,53,49,78
2019-11-09,54,0,0,23,62,43,0,38,52,67,84,12,56,57,76,34,61,35
2019-11-10,85,0,0,0,75,36,0,62,58,76,40,6,59,42,84,25,52,19
2019-11-11,84,0,0,20,75,68,0,73,93,73,69,11,71,100,91,63,62,95
2019-11-12,58,0,0,19,77,65,0,72,88,78,77,19,86,79,91,79,76,97
2019-11-13,73,0,0,39,77,69,0,76,92,79,89,24,94,83,87,76,100,90
2019-11-14,82,0,0,58,77,68,0,81,84,100,73,29,83,93,91,68,42,83
2019-11-15,74,0,0,0,77,71,0,73,70,75,100,24,91,97,83,59,52,83
2019-11-16,16,0,0,0,80,43,0,56,68,57,74,15,64,57,84,25,53,75
2019-11-17,91,0,0,91,88,42,0,45,55,70,83,13,47,60,84,36,49,31
2019-11-18,100,0,0,58,83,79,0,77,100,78,81,28,88,84,99,89,73,95
2019-11-19,70,0,0,59,85,80,0,91,96,82,89,24,83,94,91,72,42,91
2019-11-20,71,0,0,100,81,76,0,80,92,77,84,27,92,73,92,63,46,78
2019-11-21,80,0,0,20,75,81,0,70,88,83,59,37,82,74,86,75,66,85
2019-11-22,71,0,0,80,71,67,0,60,83,65,66,30,73,63,92,46,26,85
2019-11-23,90,0,0,23,75,59,100,41,61,59,45,17,51,56,86,25,71,35
2019-11-24,49,0,0,0,84,39,0,34,64,68,63,5,49,53,87,28,53,35
2019-11-25,84,100,0,0,75,79,0,81,82,82,74,16,78,82,92,50,39,64
2019-11-26,82,0,0,82,77,100,0,65,72,69,80,100,78,80,96,37,61,59
2019-11-27,50,0,0,0,77,84,0,53,63,71,97,41,64,55,96,15,39,47
2019-11-28,54,0,0,69,73,40,0,52,60,58,70,8,48,37,80,6,27,27
2019-11-29,81,0,0,43,92,38,0,29,48,53,48,4,42,47,93,13,43,44
2019-11-30,68,0,0,0,100,33,0,20,47,66,95,9,43,43,100,35,44,23
2019-12-01,47,0,0,0,74,48,0,54,26,81,70,22,49,59,87,37,78,31
2019-12-02,67,0,0,0,72,84,40,74,40,83,75,45,78,79,89,63,59,86
2019-12-03,62,0,0,12,73,100,0,100,42,100,67,64,83,82,100,100,81,79
2019-12-04,59,0,0,24,68,87,84,75,49,79,100,50,83,86,82,98,69,90
2019-12-05,52,0,0,24,69,85,42,60,41,93,80,79,91,92,81,92,69,76
2019-12-06,35,0,0,49,63,94,0,87,40,81,68,49,93,90,73,75,62,63
2019-12-07,37,0,0,72,55,47,100,50,31,82,59,53,69,61,71,32,73,57
2019-12-08,61,0,0,0,64,51,0,63,43,99,57,37,57,44,72,65,71,28
2019-12-09,46,0,0,25,67,94,43,76,96,92,63,40,92,90,80,90,41,73
2019-12-10,40,0,0,50,65,85,0,85,100,86,66,81,83,88,81,86,63,79
2019-12-11,56,0,0,61,69,81,0,64,96,97,91,82,86,97,82,74,73,100
2019-12-12,68,0,0,12,60,85,0,88,72,95,64,100,82,80,79,51,100,67
2019-12-13,85,0,0,25,63,78,0,71,51,89,75,68,82,78,77,60,91,98
2019-12-14,58,0,0,0,57,52,0,43,42,83,56,33,58,51,76,25,77,66
2019-12-15,62,0,0,14,67,44,0,44,37,72,55,31,56,59,77,49,53,37
2019-12-16,49,0,0,24,63,68,0,77,39,75,73,43,78,63,81,80,73,83
2019-12-17,57,0,0,25,64,77,0,88,35,80,85,43,100,100,80,78,87,77
2019-12-18,79,0,0,12,64,95,43,47,30,75,83,42,85,78,77,64,63,85
2019-12-19,50,0,0,12,51,89,43,83,32,76,73,77,77,89,78,67,59,64
2019-12-20,46,0,0,66,53,74,0,54,25,67,75,40,69,58,76,48,40,75
2019-12-21,52,0,0,30,57,41,0,41,18,77,47,39,61,47,74,11,70,38
2019-12-22,35,0,0,15,61,37,0,41,21,64,57,13,40,52,72,18,45,26
2019-12-23,51,100,0,41,56,67,0,35,21,67,66,34,64,56,78,36,37,58
2019-12-24,54,0,0,43,48,39,0,41,19,64,52,24,55,51,67,4,53,49
2019-12-25,100,0,0,33,97,22,57,47,22,77,59,12,46,43,67,16,78,28
2019-12-26,53,0,0,100,100,48,0,45,24,90,92,18,61,46,81,21,48,45
2019-12-27,94,0,0,54,76,65,94,45,22,92,72,20,74,70,84,33,50,54
2019-12-28,59,0,0,59,64,32,0,40,18,91,49,20,61,85,80,21,59,25
2019-12-29,40,0,0,28,61,38,48,38,17,90,77,31,48,77,79,17,28,48
2019-12-30,56,0,0,65,56,62,45,59,22,93,72,34,69,65,86,19,31,45
2019-12-31,47,0,0,69,55,65,0,54,23,95,90,21,63,77,78,17,51,51
2020-01-01,12,0,0,0,45,9,0,57,23,52,73,16,35,25,75,26,34,36
2020-01-02,11,0,0,0,50,23,0,78,31,43,59,15,64,49,96,39,75,55
2020-01-03,10,0,0,0,55,22,0,68,34,41,68,19,61,47,92,51,33,70
2020-01-04,8,0,0,0,52,10,0,48,35,43,62,23,49,58,93,38,28,28
2020-01-05,14,0,0,0,56,11,0,61,34,36,62,36,50,51,92,38,40,28
2020-01-06,10,0,0,0,50,24,100,78,45,41,69,24,68,48,93,43,57,46
2020-01-07,4,0,0,0,50,23,0,96,42,41,81,32,77,67,100,31,100,52
2020-01-08,11,0,0,0,53,27,0,77,49,52,81,39,74,65,93,70,49,86
2020-01-09,5,0,0,0,56,29,0,100,38,42,71,51,75,61,88,86,50,82
2020-01-10,7,0,0,0,53,21,0,97,40,40,77,75,68,81,86,39,35,40
2020-01-11,8,0,0,0,52,15,0,56,33,45,68,34,54,54,91,49,52,49
2020-01-12,6,100,0,0,52,10,37,51,32,36,38,16,47,46,92,42,32,27
2020-01-13,5,0,0,0,56,26,0,69,39,32,76,32,75,92,98,51,84,52
2020-01-14,12,0,0,0,53,23,0,82,48,34,67,38,84,100,92,93,49,63
2020-01-15,14,0,0,0,50,27,31,96,100,38,76,45,80,69,88,78,50,82
2020-01-16,9,0,0,0,49,23,0,91,66,33,74,46,70,69,94,77,61,94
2020-01-17,11,0,0,1,52,30,0,78,47,40,66,62,71,72,92,56,32,74
2020-01-18,8,0,0,1,53,16,37,48,38,39,53,23,54,55,91,28,47,30
2020-01-19,17,0,0,1,47,17,37,45,30,34,50,30,42,30,86,41,59,33
2020-01-20,10,0,0,4,50,24,0,71,40,36,58,22,60,65,91,19,55,50
2020-01-21,22,0,0,23,51,55,0,91,43,44,100,36,80,75,97,49,60,51
2020-01-22,30,0,0,28,57,52,0,94,39,44,78,46,79,78,94,54,58,53
2020-01-23,61,0,0,34,59,52,32,97,38,50,75,94,79,64,96,81,55,66
2020-01-24,90,0,0,69,61,57,0,79,34,47,77,100,90,72,93,63,52,58
2020-01-25,100,0,0,76,65,44,0,63,25,56,50,63,76,61,88,39,57,25
2020-01-26,100,0,0,86,68,52,35,64,24,83,65,42,56,56,85,42,41,40
2020-01-27,98,0,0,94,88,75,61,72,34,100,64,66,75,85,91,85,45,87
2020-01-28,89,0,0,99,93,100,97,94,32,84,63,74,91,73,100,69,48,100
2020-01-29,73,0,0,96,99,84,0,100,33,82,78,67,83,66,92,100,76,93
2020-01-30,89,0,0,100,100,85,100,90,39,88,58,90,100,76,89,65,60,79
2020-01-31,91,0,0,96,98,79,99,77,29,83,63,91,98,68,95,58,77,56
2020-02-01,15,0,0,45,55,16,8,16,44,52,34,44,49,61,67,30,47,19
2020-02-02,19,0,0,38,45,15,5,16,55,51,38,23,37,46,58,41,58,17
2020-02-03,30,0,0,32,51,16,7,26,67,45,44,40,52,60,59,74,34,30
2020-02-04,21,0,0,30,44,18,7,19,73,49,43,46,46,53,62,95,67,75
2020-02-05,13,0,0,28,49,15,3,31,87,43,40,45,54,55,61,99,58,50
2020-02-06,12,0,0,30,45,16,0,36,83,48,38,32,52,54,60,96,47,60
2020-02-07,13,0,0,32,45,17,0,28,82,48,38,56,49,60,61,57,52,49
2020-02-08,10,0,0,29,43,13,3,17,53,47,33,20,37,50,61,29,27,29
2020-02-09,14,0,0,26,43,11,0,22,67,52,38,35,32,41,62,54,36,24
2020-02-10,9,0,0,25,42,15,4,31,82,50,41,45,44,65,63,69,43,48
2020-02-11,10,4,10,26,46,15,3,26,85,47,39,34,49,63,63,84,56,64
2020-02-12,8,10,16,22,42,16,8,31,74,43,42,49,51,72,62,52,100,53
2020-02-13,9,12,20,25,47,17,1,29,81,49,44,38,57,71,61,65,74,51
2020-02-14,7,14,24,20,40,14,4,22,76,42,33,29,49,64,58,65,56,58
2020-02-15,7,11,15,19,37,9,0,24,57,49,30,26,42,50,58,50,59,34
2020-02-16,7,9,18,18,39,9,2,18,64,45,32,23,40,45,62,42,67,29
2020-02-17,6,11,18,19,39,12,7,30,82,42,33,24,46,56,65,100,67,45
2020-02-18,7,12,19,19,39,15,4,37,86,46,38,35,47,54,63,80,68,36
2020-02-19,5,10,18,17,42,13,0,26,79,46,46,39,52,77,61,81,72,44
2020-02-20,6,13,19,15,43,12,1,37,97,40,33,35,46,61,63,98,82,54
2020-02-21,6,14,15,16,40,17,0,22,83,41,42,31,46,61,61,59,79,51
2020-02-22,17,18,19,19,41,13,3,20,61,41,28,29,44,59,61,37,81,26
2020-02-23,21,24,27,23,46,13,8,25,62,43,41,45,36,50,68,63,35,35
2020-02-24,49,37,43,35,60,22,4,50,100,50,50,65,56,54,78,95,72,54
2020-02-25,80,44,54,53,74,64,9,54,100,66,51,69,80,83,81,87,61,51
2020-02-26,100,77,72,78,89,100,23,37,84,88,54,71,86,91,81,77,63,79
2020-02-27,81,90,81,93,96,90,39,75,96,93,56,100,100,89,83,74,32,100
2020-02-28,72,81,100,91,100,80,62,100,84,89,57,79,99,100,78,52,53,65
2020-02-29,61,100,92,100,95,59,100,45,53,100,100,45,80,59,100,48,53,40
2020-03-01,8,4,5,18,10,12,2,8,32,20,25,1,28,48,31,0,93,28
2020-03-02,11,6,9,26,15,21,2,12,50,36,24,1,44,76,33,0,69,80
2020-03-03,9,6,9,25,14,20,3,9,55,36,26,1,40,75,31,0,72,89
2020-03-04,7,6,11,23,14,19,2,9,50,32,24,1,40,71,29,0,76,56
2020-03-05,8,8,14,28,17,22,1,11,55,32,25,1,42,70,30,0,100,59
2020-03-06,7,9,16,30,18,24,3,9,47,31,19,1,38,62,30,0,83,87
2020-03-07,8,10,14,31,20,23,1,9,28,40,16,1,34,64,27,0,57,38
2020-03-08,7,9,14,30,20,18,6,8,38,29,17,2,31,68,28,0,66,29
2020-03-09,12,13,25,38,25,30,5,43,50,36,25,4,43,80,36,0,95,74
2020-03-10,13,18,26,45,31,33,4,27,54,42,25,5,47,85,35,1,60,60
2020-03-11,100,25,38,55,42,42,10,26,53,55,31,4,51,76,40,1,95,58
2020-03-12,96,45,61,97,69,63,17,45,70,90,79,8,76,91,100,1,71,98
2020-03-13,61,51,69,88,73,63,23,37,74,85,55,11,78,80,55,1,86,91
2020-03-14,49,50,58,80,78,52,13,26,56,78,72,12,68,90,62,1,62,55
2020-03-15,39,57,67,100,86,54,35,31,53,82,78,17,68,75,48,1,55,42
2020-03-16,41,72,96,97,86,100,22,88,78,83,100,44,100,99,49,1,68,65
2020-03-17,41,76,96,87,86,65,18,100,87,79,88,38,85,95,36,11,64,95
2020-03-18,39,77,92,80,87,57,13,60,88,70,71,32,75,90,30,27,52,80
2020-03-19,38,85,91,77,85,54,18,57,100,78,67,33,76,100,31,29,65,100
2020-03-20,36,92,93,76,88,50,37,42,82,81,82,100,61,73,32,29,46,63
2020-03-21,36,83,83,73,91,42,55,35,75,83,63,56,51,90,25,25,33,35
2020-03-22,37,90,89,76,100,41,37,33,73,86,65,57,49,62,23,27,48,46
2020-03-23,30,97,100,71,86,42,64,31,76,74,69,65,53,65,22,38,71,78
2020-03-24,28,91,88,63,85,35,100,28,84,79,49,47,51,76,21,44,51,87
2020-03-25,25,92,90,59,83,34,38,22,83,80,40,33,43,77,19,100,82,59
2020-03-26,28,94,100,60,91,34,34,26,76,85,33,25,45,74,18,80,60,50
2020-03-27,29,96,99,57,94,32,37,23,73,79,34,20,49,62,16,66,61,73
2020-03-28,29,97,88,59,91,28,30,23,64,82,37,20,43,50,18,61,63,32
2020-03-29,30,93,91,55,87,29,53,16,61,100,34,15,44,44,21,42,90,31
2020-03-30,28,100,98,51,77,27,31,17,76,92,46,22,48,62,22,40,81,62
2020-03-31,26,94,89,48,71,28,31,15,75,88,44,15,45,70,19,38,89,67
2020-04-01,93,100,98,81,100,90,24,79,89,100,98,100,82,49,97,17,61,27
2020-04-02,86,96,100,77,93,80,40,91,100,84,89,97,100,57,100,18,58,30
2020-04-03,94,95,100,93,90,93,36,100,87,80,76,81,96,54,93,16,62,32
2020-04-04,93,93,87,97,97,100,36,73,67,90,74,65,94,54,85,12,54,18
2020-04-05,100,93,83,100,98,82,30,77,72,97,62,52,90,62,86,13,39,15
2020-04-06,86,96,90,95,88,80,34,80,78,86,61,51,82,55,88,17,71,33
2020-04-07,83,87,87,92,80,68,24,59,82,77,60,42,89,56,90,19,55,32
2020-04-08,76,84,78,85,76,64,27,75,83,82,63,44,73,72,82,20,75,30
2020-04-09,75,78,74,82,71,62,28,70,87,74,57,39,73,68,83,26,71,59
2020-04-10,73,77,72,81,67,59,24,61,72,75,68,41,82,69,91,31,58,48
2020-04-11,65,72,69,59,68,45,18,43,62,80,71,46,75,58,81,30,43,20
2020-04-12,58,65,57,49,67,41,24,48,53,77,50,36,67,47,78,24,76,25
2020-04-13,65,73,67,69,63,52,100,51,67,74,54,46,80,72,87,47,45,35
2020-04-14,63,68,61,73,56,44,37,67,75,62,57,44,74,74,84,51,70,31
2020-04-15,66,66,59,70,55,43,24,65,75,63,64,38,76,66,83,100,74,33
2020-04-16,69,70,62,66,55,45,20,56,78,65,69,44,78,71,81,73,85,32
2020-04-17,67,67,59,71,57,43,22,62,67,68,75,42,73,62,86,52,60,37
2020-04-18,61,60,51,71,53,34,16,43,54,69,66,38,63,72,83,39,94,19
2020-04-19,59,61,52,49,55,32,16,38,62,69,69,43,66,70,89,27,61,18
2020-04-20,64,66,55,59,52,40,17,55,75,59,85,49,69,74,88,33,56,31
2020-04-21,61,64,52,63,50,43,18,56,68,55,82,39,70,59,89,34,53,28
2020-04-22,69,65,51,44,48,49,23,40,71,58,72,38,89,84,85,33,43,33
2020-04-23,62,66,51,56,46,44,16,55,68,54,75,42,80,74,88,31,62,37
2020-04-24,58,58,46,57,42,36,17,40,69,53,82,36,74,82,81,29,88,25
2020-04-25,53,53,41,39,42,29,13,39,53,53,76,36,66,100,75,24,79,20
2020-04-26,52,53,44,33,47,29,46,33,51,55,75,42,76,84,83,24,38,12
2020-04-27,59,65,47,32,47,39,28,46,67,49,100,45,69,70,86,30,47,31
2020-04-28,61,64,47,32,42,39,21,43,68,54,90,41,79,82,86,27,60,62
2020-04-29,58,60,48,31,41,39,26,47,65,59,90,35,100,71,86,27,100,100
2020-04-30,60,57,43,28,40,36,21,55,69,55,93,38,93,68,89,26,52,69
2020-05-01,67,93,78,96,86,33,25,96,77,70,85,80,59,53,82,71,77,31
2020-05-02,60,89,72,98,94,36,35,67,61,77,91,72,49,58,78,60,53,22
2020-05-03,61,95,74,100,100,56,25,79,55,100,89,63,56,55,84,51,42,20
2020-05-04,67,96,81,94,92,55,19,78,76,92,88,61,60,68,91,65,68,45
2020-05-05,65,95,81,93,88,39,31,80,80,80,81,51,62,53,85,70,73,93
2020-05-06,78,95,76,92,82,36,64,88,72,70,81,52,73,72,93,63,63,100
2020-05-07,100,96,80,88,80,37,100,78,72,68,83,46,71,100,88,57,46,65
2020-05-08,81,91,80,79,79,34,42,100,77,61,82,45,57,65,86,53,52,44
2020-05-09,67,85,100,83,80,23,27,69,57,67,77,44,49,52,81,50,44,24
2020-05-10,63,80,81,83,83,22,52,60,48,71,67,41,50,43,81,38,54,19
2020-05-11,68,100,87,89,89,32,31,90,69,68,95,50,57,57,96,56,83,45
2020-05-12,72,97,80,84,80,33,100,81,74,63,82,60,58,63,93,69,64,41
2020-05-13,73,96,82,84,84,32,66,68,58,62,93,69,59,59,96,77,65,40
2020-05-14,74,96,78,79,79,32,45,82,68,63,82,58,61,64,93,56,81,37
2020-05-15,71,91,80,77,75,37,28,81,64,62,84,100,74,64,94,72,50,32
2020-05-16,67,85,65,77,78,23,20,83,45,61,89,77,57,57,83,100,42,18
2020-05-17,67,83,64,77,80,22,19,56,47,71,80,61,57,45,93,62,58,17
2020-05-18,72,96,73,77,76,31,14,67,68,61,80,52,100,70,95,65,60,49
2020-05-19,64,90,71,70,75,27,12,93,62,55,84,55,82,67,100,76,75,44
2020-05-20,65,88,72,64,73,51,11,55,67,54,85,41,59,58,97,66,78,46
2020-05-21,65,89,75,64,71,100,14,56,88,54,100,48,55,53,91,54,88,37
2020-05-22,61,82,64,57,66,52,20,63,87,51,84,38,53,50,97,45,90,28
2020-05-23,55,75,60,58,70,33,23,38,69,55,89,33,50,38,93,41,76,25
2020-05-24,62,75,58,60,72,28,18,46,69,71,79,32,45,40,91,35,82,13
2020-05-25,58,78,60,62,75,30,13,41,90,65,78,33,44,36,96,37,90,20
2020-05-26,60,90,67,62,74,36,11,49,100,66,82,36,58,54,97,47,44,37
2020-05-27,62,82,60,58,68,39,14,46,100,64,77,28,48,53,95,47,82,39
2020-05-28,59,78,64,54,66,34,14,48,87,62,70,29,48,38,93,45,100,34
2020-05-29,51,74,59,49,61,30,12,57,83,48,83,29,41,33,88,40,89,44
2020-05-30,48,64,48,47,61,18,9,33,70,42,77,50,38,35,82,30,71,27
2020-05-31,45,58,44,44,60,17,7,24,69,46,59,48,29,27,86,26,75,21
2020-06-01,83,48,49,67,28,72,20,21,97,76,43,100,54,68,61,100,55,76
2020-06-02,80,47,48,64,29,73,22,18,95,83,46,58,56,78,57,95,37,85
2020-06-03,71,45,50,63,29,68,33,19,85,82,40,44,66,71,57,90,66,100
2020-06-04,67,48,58,63,30,74,39,20,86,73,46,38,61,72,62,88,62,66
2020-06-05,74,47,57,65,30,65,30,20,91,78,43,38,58,73,60,81,57,74
2020-06-06,63,43,49,60,29,52,27,16,76,77,37,32,45,54,60,67,75,33
2020-06-07,59,43,50,63,29,52,26,16,90,78,39,39,48,48,66,61,72,26
2020-06-08,83,51,66,65,32,75,25,71,84,68,52,38,62,82,68,77,42,81
2020-06-09,68,52,70,65,32,81,35,100,80,69,54,33,58,79,70,76,49,61
2020-06-10,68,52,72,64,32,85,54,54,100,72,51,33,64,77,68,70,55,57
2020-06-11,64,52,72,68,34,73,38,30,89,66,51,33,64,96,69,66,50,61
2020-06-12,67,55,73,68,34,69,19,24,80,61,47,41,70,89,62,64,84,56
2020-06-13,57,48,64,66,31,56,30,18,77,65,45,36,59,74,65,54,83,33
2020-06-14,63,47,61,66,32,55,27,20,81,73,43,40,63,71,68,50,91,25
2020-06-15,76,63,76,71,36,74,28,20,80,66,51,45,75,68,70,64,65,58
2020-06-16,66,63,75,68,32,68,23,17,87,67,50,40,89,95,70,66,74,67
2020-06-17,71,66,76,69,36,69,39,16,91,66,50,34,83,79,70,68,91,55
2020-06-18,63,65,80,69,37,69,52,18,76,67,49,30,70,71,71,61,64,55
2020-06-19,62,72,82,72,36,59,60,19,78,72,46,40,72,84,62,56,59,47
2020-06-20,56,63,85,73,37,51,51,16,66,73,42,31,68,75,67,46,70,27
2020-06-21,52,59,81,69,36,44,21,12,66,71,45,25,60,52,64,40,62,34
2020-06-22,74,74,92,76,73,72,28,16,73,74,54,30,76,72,72,59,68,58
2020-06-23,74,77,81,77,100,72,79,18,71,71,65,32,80,92,72,98,68,72
2020-06-24,70,87,87,83,63,81,60,14,70,74,91,31,96,85,98,91,65,66
2020-06-25,76,92,91,93,56,94,45,18,62,86,100,40,93,98,100,82,72,42
2020-06-26,76,100,100,100,59,98,49,20,60,100,83,47,82,78,84,73,59,45
2020-06-27,68,88,83,96,56,67,35,11,58,80,74,43,78,60,79,59,70,21
2020-06-28,73,87,79,94,51,68,28,14,67,94,67,41,73,96,85,52,64,32
2020-06-29,86,97,89,95,48,88,38,12,60,87,78,54,94,100,86,69,100,60
2020-06-30,100,100,86,99,49,100,100,17,66,90,100,57,100,62,99,68,80,85
2020-07-01,98,91,85,97,88,53,27,52,99,66,100,48,51,54,100,34,50,32
2020-07-02,84,91,85,97,90,50,16,55,100,68,89,46,44,50,90,34,33,26
2020-07-03,75,81,78,94,85,43,13,68,84,67,84,35,39,61,86,28,50,6
2020-07-04,61,71,74,88,80,30,11,49,76,67,58,32,39,47,75,24,39,6
2020-07-05,79,71,72,87,86,33,9,55,77,72,67,26,42,50,82,24,48,4
2020-07-06,83,90,89,93,85,52,11,56,85,75,69,40,45,45,90,31,60,9
2020-07-07,85,93,87,95,82,56,23,61,87,74,78,41,48,70,88,35,78,12
2020-07-08,93,91,91,91,82,67,18,67,89,81,73,38,56,79,87,35,79,8
